"rating","reviewContext/null","text","name"
,,"AJ Electrical just installed a 240v 60 amp line in my garage so I can change a Tesla EV.  Robbie and Jeremy did an outstanding job!  Robbie called before the coming for the estimates for for the installation.  They arrive both times slight before the appointments—truly reliable!  The work was done and completed very fast, and at a reasonable price.  I will call them again, if I need electrical work.  Highly recommend them!","Pete & Eileen Luther"
,,"Jackie and his team did the original electrical work on our new construction in 2015 and we were very pleased with the quality and value of their work.
More recently, after a short circuit in one of our basement rooms Jackie wasn't our first call but should have been.  Mr. Electric was the panicked first call and for $600 DIDN'T fix the problem but wanted to start tearing out drywall and wanted another $1,200 to do so!
Thankfully we didn't take Mr. Electric up on their quote.  We called Jackie who showed up with his team to troubleshoot AND fix the problem.  They even offered advice on an unrelated HVAC issue that ended up SAVING us $$$.  Even better, no drywall was harmed and we gladly paid a very small fraction of the other quote with everything done correctly in about an hour.","Alec Bierbauer"
,,"jackie and crew did an awesome job for us. He rewired our kitchen and installed some can lights with a minimum impact on our house. Highly recommended!","Tommy Gibb"
,,"Fantastic job..
Very competitive price.
Installed new panel and wired a remodeled addition..
Definitely will use again.","Randy B."
,"Yes","Would highly recommend for anything electrical.","FAB Build & Remodel"
,,"My experience is a hit or miss","Steve Johnson"
,,"Scott is one of the easiest contractors I have ever worked with. He actually came in under the quote! If your looking for experience, dependability, and efficient workmanship, Whitt Electric is your final stop...","Matthew Bliss"
,,"I can’t believe I found someone who actually answered the phone at 6am. Not only that they were able to come out just a little passed 7am to fix my issue. It’s cold and I was unsure if I would even be able to get someone to help me today. They were very professional and fixed my issue quickly without killing Mr financially. I would absolutely call them again. Actually I added them to my list of people I will call first!","Ash"
,,"Highly recommend. The panel inside a home I purchased about a year ago was in bad shape from the previous owners DIY approach to electricity. I called Whitt Electric over the weekend, and they came over to help me out first thing Monday morning. The guys were incredibly informative and extremely personable. I will certainly go back to them with any electrical issues that may occur in the future, and would recommend them without hesitation. Great work and great people.","Tyler Allison"
,,"Scott is the best. He fixed our ceiling fan in less than 5 minutes! Highly recommend. Nice man. Good work.","Taylior Willoughby"
,,"Got our lights working again and fixed outlets that were completely dead. Fast response time and great communication throughout the entire process. If you need electrical work done on your home by someone you can trust and that cares about helping you as a customer, call Scott at Whitt electric!","Kaitlyn Duff"
,,"Scott and his crew are top notch. Excellent service and reasonable rates.","anita mathis"
,,"Great service!!! Scott and his team were able to get several projects done for us before the holiday and everything looked great!!  They also worked very quickly!","Simply Suzy T"
,,"I called needing help at midnight, no electricity coming into the house, the box outside below the meter just died. I left a msg, explaining my problem the best I could, 4 minutes later I received a text stating they would be there in the morning & it asking for my address. I sent the address & wrote I had to be some place by 9 am. I got a text back immediately that they would see me at 7:30 in the morning. They texted to say they were on their way. A phone call saying they were here & asked if my dogs would bite, plus asked if it was it OK to come onto the property due to my threatening no tresspassing sign, lol. The problem was more than my phone msg stated, oops, I didn't know how bad it was. BUT after giving me an estimate they went & got the needed parts immediately. The estimate was very reasonable, the final cost was within the estimate. Since the power company had to come shut off the at the pole before the work could be done safely, the wait for them to come back to turn it back on seemed like forever. After the power company turned the power back on & they made sure everything outside was working correctly They did come in the house to turn the inside breaker on to be certain that everything worked correctly & to be sure I was satisfied with the work before they left.
I would highly recommend them.
An estimate was given & approved prior to work starting
Prices are extremely reasonable.
Communication is great.
They knew I needed to get the electric running quickly & did the job in a timely manner.
They did not leave before knowing I was satisfied with the job.","Jan H"
